run1_srcid,sector,input_file,source_file,source_member,aermod_srcid,facility_id,facility_name,region_cd,erptype,unit_id,rel_point_id,process_id,scc,poll,longitude,latitude,utm_e_m,utm_n_m,src_elev_m,ann_value,emis_gps,so2_ann_value_total,so2_emis_gps_total,so2_allocation_fraction,allocation_basis,stkhgt,stkhgt_m,stkdiam,stkdiam_m,stktemp,stktemp_k,stkvel,stkvel_mps,srcgroup,rank
Q0001850,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521013_31968612_6463414,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521013,31968612,6463414,30190003,SO2,-95.010942,29.755453000000003,305555.1284234211,3293382.014000914,0.0,0.01411365173008087,0.0004060023298834337,21.8378,0.6282001178073313,0.0006462945777542092,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,200.0,60.96,8.0,2.4384,330.0,438.7055555555555,28.0,8.5344,FAC011,11
Q0001851,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521113_31962512_6463314,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521113,31962512,6463314,30190003,SO2,-95.010775,29.755425,305571.225536687,3293378.6290715453,0.0,0.011942320694683813,0.00034354043297829003,21.8378,0.6282001178073313,0.0005468646427151001,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,200.0,60.96,8.0,2.4384,325.0,435.92777777777775,28.0,8.5344,FAC011,11
Q0001852,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521213_31962612_6463114,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521213,31962612,6463114,30190003,SO2,-95.010611,29.755406,305587.04989739973,3293376.2467708928,0.0,0.013027986212382343,0.00037477138143086186,21.8378,0.6282001178073313,0.0005965796102346547,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,200.0,60.96,8.0,2.4384,340.0,444.26111111111106,29.0,8.8392,FAC011,11
Q0001853,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521513_31965012_6462014,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521513,31965012,6462014,30190003,SO2,-95.011578,29.755511,305493.7305546188,3293389.514706537,0.0,0.014475540235980381,0.00041641264603429096,21.8378,0.6282001178073313,0.0006628662335940608,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,160.0,48.768,8.0,2.4384,325.0,435.92777777777775,29.0,8.8392,FAC011,11
Q0001854,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521613_31963312_6461814,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521613,31963312,6461814,30190003,SO2,-95.016261,29.756669,305043.0626873976,3293525.770535867,0.0,0.018818202306774494,0.0005413364398445782,21.8378,0.6282001178073313,0.0008617261036722789,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,143.0,43.586400000000005,8.0,2.4384,300.0,422.0388888888889,23.2,7.07136,FAC011,11
Q0001855,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33521913_31961312_6461214,4056511,BAYTOWN OLEFINS PLANT,48201,2,33521913,31961312,6461214,30190003,SO2,-95.01565,29.756596999999996,305102.01474886434,3293516.7577807684,0.0,0.018818202306774494,0.0005413364398445782,21.8378,0.6282001178073313,0.0008617261036722789,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,143.0,43.586400000000005,8.0,2.4384,300.0,422.0388888888889,23.2,7.07136,FAC011,11
Q0001856,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522013_31970812_6461114,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522013,31970812,6461114,10200604,SO2,-95.014217,29.755764000000003,305238.99251037725,3293422.008935147,0.0,0.02062764483627204,0.0005933880205988647,21.8378,0.6282001178073313,0.0009445843828715366,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,11.0,3.3528,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001857,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522113_31964712_6461014,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522113,31964712,6461014,10200604,SO2,-95.014119,29.755944,305248.8186579903,3293441.794523585,0.0,0.02207519885987008,0.0006350292852022937,21.8378,0.6282001178073313,0.0010108710062309426,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,11.0,3.3528,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001858,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522213_31967912_6460914,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522213,31967912,6460914,10200604,SO2,-95.014389,29.756167,305223.1375246302,3293466.967420168,0.0,0.02822730346016174,0.0008120046597668674,21.8378,0.6282001178073313,0.0012925891555084184,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,10.0,3.048,300.0,422.0388888888889,50.0,15.24,FAC011,11
Q0001859,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522713_31966912_6301614,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522713,31966912,6301614,30119701,SO2,-95.016681,29.755425,305000.03365901974,3293388.596526411,0.0,12.533284624817714,0.36054047925264,21.8378,0.6282001178073313,0.5739261567015776,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,400.0,121.92,5.0,1.524,950.0,783.15,0.5195,0.1583436,FAC011,11
Q0001860,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522813_31970912_6301114,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522813,31970912,6301114,20200102,SO2,-95.013175,29.755372,305339.0099903863,3293376.801514671,0.0,0.00036188850589950956,1.0410316150857276e-05,21.8378,0.6282001178073313,1.657165583985152e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,10.0,3.048,0.33,0.100584,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001861,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33522913_31972312_6301014,4056511,BAYTOWN OLEFINS PLANT,48201,2,33522913,31972312,6301014,20200102,SO2,-95.013881,29.755903000000004,305271.7571243423,3293436.8483980373,0.0,0.00036188850589950956,1.0410316150857276e-05,21.8378,0.6282001178073313,1.657165583985152e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,10.0,3.048,0.33,0.100584,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001862,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33523213_31961612_6300714,4056511,BAYTOWN OLEFINS PLANT,48201,2,33523213,31961612,6300714,20100102,SO2,-95.014183,29.758166999999997,305246.92985290184,3293688.2976843365,0.0,0.00036188850589950956,1.0410316150857276e-05,21.8378,0.6282001178073313,1.657165583985152e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,10.0,3.048,1.0,0.3048,400.0,477.5944444444444,81.0,24.6888,FAC011,11
Q0001863,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33523413_31967712_6300514,4056511,BAYTOWN OLEFINS PLANT,48201,2,33523413,31967712,6300514,40301099,SO2,-95.011058,29.753772,305540.662689497,3293195.889369082,0.0,0.028951080471960763,0.0008328252920685819,21.8378,0.6282001178073313,0.0013257324671881216,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,42.0,12.8016,1.0,0.3048,80.0,299.81666666666666,0.1,0.03048,FAC011,11
Q0001864,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33523513_31962012_6300414,4056511,BAYTOWN OLEFINS PLANT,48201,2,33523513,31962012,6300414,40301099,SO2,-95.010942,29.754342,305552.9825720516,3293258.8720180863,0.0,0.2692450483892351,0.007745275216237812,21.8378,0.6282001178073313,0.01232931194484953,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,50.0,15.24,1.0,0.3048,80.0,299.81666666666666,0.1,0.03048,FAC011,11
Q0001865,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33523613_31965712_6300314,4056511,BAYTOWN OLEFINS PLANT,48201,2,33523613,31965712,6300314,40301099,SO2,-95.011253,29.754383,305522.98347265995,3293263.9405828584,0.0,0.02207519885987008,0.0006350292852022937,21.8378,0.6282001178073313,0.0010108710062309426,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,50.0,15.24,1.0,0.3048,100.0,310.92777777777775,0.1,0.03048,FAC011,11
Q0001866,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33523813_116286012_159940114,4056511,BAYTOWN OLEFINS PLANT,48201,3,33523813,116286012,159940114,30119799,SO2,-95.011825,29.755994,305470.7756038868,3293443.466339144,0.0,0.6210006761235584,0.017864102514871083,21.8378,0.6282001178073313,0.028436961421185205,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,1.0,0.3048,0.1,0.03048,30.0,272.0388888888889,0.1,0.03048,FAC011,11
Q0001867,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33524813_31963212_6298914,4056511,BAYTOWN OLEFINS PLANT,48201,2,33524813,31963212,6298914,30190003,SO2,-95.016408,29.756691999999997,305028.890465659,3293528.5682521393,0.0,0.018818202306774494,0.0005413364398445782,21.8378,0.6282001178073313,0.0008617261036722789,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,143.0,43.586400000000005,8.0,2.4384,300.0,422.0388888888889,23.2,7.07136,FAC011,11
Q0001868,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33525813_31967912_6297814,4056511,BAYTOWN OLEFINS PLANT,48201,2,33525813,31967912,6297814,20200203,SO2,-95.014389,29.756167,305223.1375246302,3293466.967420168,0.0,0.1447554023598038,0.004164126460342909,21.8378,0.6282001178073313,0.006628662335940607,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,10.0,3.048,300.0,422.0388888888889,50.0,15.24,FAC011,11
Q0001869,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33525913_31965512_6297714,4056511,BAYTOWN OLEFINS PLANT,48201,2,33525913,31965512,6297714,40301099,SO2,-95.0112,29.754661,305528.64636324544,3293294.664455238,0.0,0.16212605064298027,0.004663821635584059,21.8378,0.6282001178073313,0.00742410181625348,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,50.0,15.24,1.0,0.3048,80.0,299.81666666666666,0.1,0.03048,FAC011,11
Q0001870,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33526213_31964712_6297414,4056511,BAYTOWN OLEFINS PLANT,48201,2,33526213,31964712,6297414,20200203,SO2,-95.014119,29.755944,305248.8186579903,3293441.794523585,0.0,0.07708225175659553,0.0022173973401325995,21.8378,0.6282001178073313,0.0035297626938883735,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,11.0,3.3528,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001871,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33526313_31966612_6297314,4056511,BAYTOWN OLEFINS PLANT,48201,2,33526313,31966612,6297314,40301099,SO2,-95.013944,29.754225,305262.4183309482,3293250.9669326353,0.0,0.10711899774625482,0.0030814535806537534,21.8378,0.6282001178073313,0.00490521012859605,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,24.0,7.315200000000001,1.0,0.3048,90.0,305.3722222222222,0.1,0.03048,FAC011,11
Q0001872,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33526613_116285812_159939914,4056511,BAYTOWN OLEFINS PLANT,48201,3,33526613,116285812,159939914,30190003,SO2,-95.010319,29.7553,305615.08563808596,3293364.0058489176,0.0,0.012666097706482835,0.0003643610652800046,21.8378,0.6282001178073313,0.0005800079543948032,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,1.0,0.3048,0.1,0.03048,30.0,272.0388888888889,28.8,8.77824,FAC011,11
Q0001873,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33526713_31971712_6296814,4056511,BAYTOWN OLEFINS PLANT,48201,2,33526713,31971712,6296814,30190003,SO2,-95.010161,29.755283,305630.33360303205,3293361.855397861,0.0,0.017008759777276946,0.0004892848590902918,21.8378,0.6282001178073313,0.0007788678244730214,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,144.0,43.891200000000005,9.0,2.7432000000000003,425.0,491.48333333333335,30.0,9.144,FAC011,11
Q0001874,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33527413_31964812_6295714,4056511,BAYTOWN OLEFINS PLANT,48201,2,33527413,31964812,6295714,20200203,SO2,-95.014147,29.756189000000003,305246.5846642271,3293468.9973429656,0.0,0.06658748508550974,0.0019154981717577383,21.8378,0.6282001178073313,0.003049184674532679,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,11.0,3.3528,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0001875,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_33527513_31970812_6295614,4056511,BAYTOWN OLEFINS PLANT,48201,2,33527513,31970812,6295614,20200203,SO2,-95.014217,29.755764000000003,305238.99251037725,3293422.008935147,0.0,0.06948259313270581,0.001998780700964596,21.8378,0.6282001178073313,0.0031817579212514912,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,75.0,22.86,11.0,3.3528,310.0,427.5944444444444,60.0,18.288,FAC011,11
Q0002252,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_70549413_64861312_97766114,4056511,BAYTOWN OLEFINS PLANT,48201,2,70549413,64861312,97766114,20200203,SO2,-95.014206,29.754817,305238.2242717847,3293317.025844848,0.0,0.284082477131115,0.00817209817842296,21.8378,0.6282001178073313,0.013008749834283443,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,125.0,38.1,10.0,3.048,408.0,482.0388888888889,81.0,24.6888,FAC011,11
Q0002253,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_70549513_64861412_97766314,4056511,BAYTOWN OLEFINS PLANT,48201,2,70549513,64861412,97766314,30190003,SO2,-95.015508,29.756569,305115.69375391013,3293513.4144099606,0.0,0.027503526448362722,0.0007911840274651528,21.8378,0.6282001178073313,0.0012594458438287153,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,197.0,60.0456,10.3,3.1394400000000005,305.0,424.8166666666666,23.0,7.010400000000001,FAC011,11
Q0002254,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_70549713_64861612_97766514,4056511,BAYTOWN OLEFINS PLANT,48201,3,70549713,64861612,97766514,20100102,SO2,-95.010833,29.756389,305567.47802310926,3293485.575494638,0.0,0.005428327588492643,0.0001561547422628591,21.8378,0.6282001178073313,0.00024857483759777277,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,1.0,0.3048,0.1,0.03048,30.0,272.0388888888889,0.1,0.03048,FAC011,11
Q0002255,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_70549813_64862012_97766614,4056511,BAYTOWN OLEFINS PLANT,48201,3,70549813,64862012,97766614,20100102,SO2,-95.010942,29.756389,305556.93632613646,3293485.7591958493,0.0,0.01592309425957842,0.0004580539106377201,21.8378,0.6282001178073313,0.0007291528569534669,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,25.0,7.62,1.0,0.3048,500.0,533.15,70.0,21.336,FAC011,11
Q0002256,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_70549913_64862112_97766714,4056511,BAYTOWN OLEFINS PLANT,48201,3,70549913,64862112,97766714,20100102,SO2,-95.010942,29.756389,305556.93632613646,3293485.7591958493,0.0,0.018456313800874986,0.000530926123693721,21.8378,0.6282001178073313,0.0008451544478324275,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,25.0,7.62,1.0,0.3048,500.0,533.15,70.0,21.336,FAC011,11
Q0002577,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_99274113_96193412_138935314,4056511,BAYTOWN OLEFINS PLANT,48201,2,99274113,96193412,138935314,20100102,SO2,-95.005503,29.758069,306086.19318944763,3293662.813879933,0.0,0.0007237770117990191,2.082063230171455e-05,21.8378,0.6282001178073313,3.314331167970304e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,18.0,5.486400000000001,1.0,0.3048,400.0,477.5944444444444,81.0,24.6888,FAC011,11
Q0002578,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_99274213_96193512_138935414,4056511,BAYTOWN OLEFINS PLANT,48201,2,99274213,96193512,138935414,20100102,SO2,-95.013811,29.755121999999997,305277.0164069393,3293350.165011048,0.0,0.008685324141588227,0.0002498475876205745,21.8378,0.6282001178073313,0.0003977197401564364,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,18.0,5.486400000000001,1.0,0.3048,400.0,477.5944444444444,81.0,24.6888,FAC011,11
Q0002579,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_99274313_96193612_138935514,4056511,BAYTOWN OLEFINS PLANT,48201,2,99274313,96193612,138935514,20100102,SO2,-95.013811,29.755121999999997,305277.0164069393,3293350.165011048,0.0,0.008323435635688717,0.0002394372714697173,21.8378,0.6282001178073313,0.0003811480843165849,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,18.0,5.486400000000001,1.0,0.3048,400.0,477.5944444444444,81.0,24.6888,FAC011,11
Q0002580,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056511_99274413_96193712_138935614,4056511,BAYTOWN OLEFINS PLANT,48201,2,99274413,96193712,138935614,20100102,SO2,-95.013811,29.755121999999997,305277.0164069393,3293350.165011048,0.0,0.007237770117990191,0.00020820632301714548,21.8378,0.6282001178073313,0.0003314331167970304,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,18.0,5.486400000000001,1.0,0.3048,400.0,477.5944444444444,81.0,24.6888,FAC011,11
Q0000297,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056411_127789013_129767112_183887614,4056411,CEDAR BAYOU PLANT,48201,2,127789013,129767112,183887614,10200701,SO2,-94.9244,29.823844,314051.3518745797,3300819.519160056,0.0,0.011555430574830178,0.0003324109044144903,20.4136,0.5872306699791984,0.0005660652983711927,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,200.0,60.96,7.5,2.286,259.0,399.26111111111106,19.7,6.00456,FAC012,12
Q0000427,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056411_136537213_141648412_214426714,4056411,CEDAR BAYOU PLANT,48201,2,136537213,141648412,214426714,30182002,SO2,-94.928031,29.823619,313700.01503654895,3300800.450358886,0.0,0.6925803228398217,0.019923208400068487,20.4136,0.5872306699791984,0.033927397560441164,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,10.0,3.048,1.0,0.3048,70.0,294.26111111111106,0.1,0.03048,FAC012,12
Q0001876,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4056411_33529113_31985812_9223414,4056411,CEDAR BAYOU PLANT,48201,2,33529113,31985812,9223414,30190099,SO2,-94.918731,29.829344,314609.39121661166,3301419.9797871863,0.0,12.97227546563436,0.3731687704686671,20.4136,0.5872306699791984,0.6354722080198671,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,350.0,106.68,5.0,1.524,650.0,616.4833333333333,0.1272,0.03877056,FAC012,12
