run1_srcid,sector,input_file,source_file,source_member,aermod_srcid,facility_id,facility_name,region_cd,erptype,unit_id,rel_point_id,process_id,scc,poll,longitude,latitude,utm_e_m,utm_n_m,src_elev_m,ann_value,emis_gps,so2_ann_value_total,so2_emis_gps_total,so2_allocation_fraction,allocation_basis,stkhgt,stkhgt_m,stkdiam,stkdiam_m,stktemp,stktemp_k,stkvel,stkvel_mps,srcgroup,rank
Q0000050,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_106727213_110286312_151145514,4762811,HOUSTON REFINING,48201,2,106727213,110286312,151145514,30609904,SO2,-95.235661,29.716858,283738.084050767,3289503.8052065116,0.0,3.423836354891224,0.09849226577291169,544.3497,15.659111525354453,0.006289773568151547,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,8.0,2.4384,4.0,1.2192,1400.0,1033.15,4.0,1.2192,FAC019,19
Q0000051,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_106727313_110286412_151145614,4762811,HOUSTON REFINING,48201,2,106727313,110286412,151145614,30601011,SO2,-95.23495,29.716583,283806.2892670176,3289471.9912665044,0.0,0.20140213852301317,0.0057936626925242166,544.3497,15.659111525354453,0.00036998668047950276,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,7.0,2.1336,0.33,0.100584,114.0,318.7055555555555,1.0,0.3048,FAC019,19
Q0000052,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_106727413_110286512_151145714,4762811,HOUSTON REFINING,48201,2,106727413,110286512,151145714,30601011,SO2,-95.235469,29.716772,283756.47712262784,3289493.9128961693,0.0,0.20140213852301317,0.0057936626925242166,544.3497,15.659111525354453,0.00036998668047950276,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,7.0,2.1336,0.33,0.100584,114.0,318.7055555555555,1.0,0.3048,FAC019,19
Q0000053,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_106727613_110286712_151145914,4762811,HOUSTON REFINING,48201,2,106727613,110286712,151145914,30601011,SO2,-95.235411,29.716864,283762.28642475593,3289504.00218392,0.0,0.20140213852301317,0.0057936626925242166,544.3497,15.659111525354453,0.00036998668047950276,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,5.0,1.524,3.0,0.9144,114.0,318.7055555555555,0.5,0.1524,FAC019,19
Q0000054,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_106727713_110286812_151146014,4762811,HOUSTON REFINING,48201,2,106727713,110286812,151146014,40301019,SO2,-95.244358,29.713028,282888.3307532093,3289095.5786719127,0.0,0.20140213852301317,0.0057936626925242166,544.3497,15.659111525354453,0.00036998668047950276,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,22.0,6.7056,3.0,0.9144,80.0,299.81666666666666,0.1,0.03048,FAC019,19
Q0001485,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31943313_30629812_7460414,4762811,HOUSTON REFINING,48201,2,31943313,30629812,7460414,38500101,SO2,-95.23305,29.72235,284002.48756536643,3290107.6879013083,0.0,4.75309046914311,0.1367304395435715,544.3497,15.659111525354453,0.008731685659316264,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,20.0,6.096,10.0,3.048,80.0,299.81666666666666,15.0,4.572,FAC019,19
Q0001486,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31943513_30589012_7460214,4762811,HOUSTON REFINING,48201,2,31943513,30589012,7460214,40301109,SO2,-95.237331,29.712472,283567.08302271226,3289020.7603160935,0.0,2.275844165310049,0.06546838842552365,544.3497,15.659111525354453,0.004180849489418381,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,40.0,12.192,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001487,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31943613_30607312_7460114,4762811,HOUSTON REFINING,48201,2,31943613,30607312,7460114,40301109,SO2,-95.237142,29.713358000000003,283587.27273966384,3289118.616246232,0.0,2.2154235237531448,0.06373028961776638,544.3497,15.659111525354453,0.00406985348527453,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,40.0,12.192,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001488,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31943813_30570412_7459914,4762811,HOUSTON REFINING,48201,2,31943813,30570412,7459914,40388801,SO2,-95.23605,29.711603000000004,283689.17129980144,3288922.0351246824,0.0,1.147992189581175,0.033023877347388035,544.3497,15.659111525354453,0.0021089240787331657,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,40.0,12.192,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001489,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31943913_30628212_7569914,4762811,HOUSTON REFINING,48201,3,31943913,30628212,7569914,40301199,SO2,-95.237411,29.716289,283567.5359172046,3289444.0116596166,0.0,0.8458889817966553,0.024333383308601707,544.3497,15.659111525354453,0.0015539440580139114,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,70.0,294.26111111111106,0.1,0.03048,FAC019,19
Q0001490,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31944213_30632912_7569614,4762811,HOUSTON REFINING,48201,3,31944213,30632912,7569614,40301104,SO2,-95.229064,29.718572,284380.06202267937,3289681.4610876455,0.0,0.02014021385230132,0.0005793662692524218,544.3497,15.659111525354453,3.699866804795028e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,85.0,302.59444444444443,0.1,0.03048,FAC019,19
Q0001491,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31944713_30628112_7569114,4762811,HOUSTON REFINING,48201,3,31944713,30628112,7569114,40301102,SO2,-95.235147,29.715639000000003,283785.2033692759,3289367.7209247975,0.0,35.36621552464111,1.0173671688072525,544.3497,15.659111525354453,0.06496966109220069,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,80.0,299.81666666666666,0.1,0.03048,FAC019,19
Q0001492,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31945213_30603212_7568614,4762811,HOUSTON REFINING,48201,3,31945213,30603212,7568614,40388801,SO2,-95.229392,29.706408000000003,284322.3090522176,3288333.739673093,0.0,0.8257487679443541,0.02375401703934929,544.3497,15.659111525354453,0.0015169453899659614,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,86.0,303.15,0.1,0.03048,FAC019,19
Q0001493,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31945313_30609612_7568514,4762811,HOUSTON REFINING,48201,3,31945313,30609612,7568514,40301109,SO2,-95.229275,29.718778000000004,284360.0871370881,3289704.689398211,0.0,0.04028042770460264,0.0011587325385048436,544.3497,15.659111525354453,7.399733609590056e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,85.0,302.59444444444443,0.1,0.03048,FAC019,19
Q0001494,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31945413_30583912_7568414,4762811,HOUSTON REFINING,48201,2,31945413,30583912,7568414,30688801,SO2,-95.235739,29.715217,283727.0166809452,3289322.0520752086,0.0,0.16112171081841056,0.004634930154019374,544.3497,15.659111525354453,0.00029598934438360223,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,85.0,302.59444444444443,0.1,0.03048,FAC019,19
Q0001495,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31945513_30583412_7568314,4762811,HOUSTON REFINING,48201,3,31945513,30583412,7568314,40388801,SO2,-95.232781,29.70535,283992.0967134581,3288222.7958659357,0.0,0.8458889817966553,0.024333383308601707,544.3497,15.659111525354453,0.0015539440580139114,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,69.0,293.7055555555555,0.1,0.03048,FAC019,19
Q0001496,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31945813_30610912_7567714,4762811,HOUSTON REFINING,48201,3,31945813,30610912,7567714,40388801,SO2,-95.240006,29.705383,283293.0108185266,3288239.983929596,0.0,2.1751430960485427,0.06257155707926156,544.3497,15.659111525354453,0.00399585614917863,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,64.0,19.5072,3.0,0.9144,100.0,310.92777777777775,0.1,0.03048,FAC019,19
Q0001497,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31946413_30619812_7567114,4762811,HOUSTON REFINING,48201,2,31946413,30619812,7567114,40301102,SO2,-95.235764,29.714097,283722.19516174844,3289197.9507723395,0.0,25.215547743081252,0.725366569104032,544.3497,15.659111525354453,0.04632233239603375,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001498,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31946513_30588712_7567014,4762811,HOUSTON REFINING,48201,2,31946513,30588712,7567014,40301102,SO2,-95.236014,29.714089,283697.9878282845,3289197.532149322,0.0,25.69891287553648,0.73927135956609,544.3497,15.659111525354453,0.047210300429184546,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001499,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31947813_30635412_7562114,4762811,HOUSTON REFINING,48201,2,31947813,30635412,7562114,40301150,SO2,-95.235147,29.715639000000003,283785.2033692759,3289367.7209247975,0.0,0.14098149696610923,0.004055563884766952,544.3497,15.659111525354453,0.00025899067633565194,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,1.0,0.3048,77.0,298.15,0.1,0.03048,FAC019,19
Q0001500,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31950913_30638112_7558814,4762811,HOUSTON REFINING,48201,2,31950913,30638112,7558814,38500101,SO2,-95.242033,29.7136,283114.532707902,3289154.6150713167,0.0,1.0271509064673672,0.029547679731873507,544.3497,15.659111525354453,0.0018869320704454642,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,20.0,6.096,10.0,3.048,80.0,299.81666666666666,15.0,4.572,FAC019,19
Q0001501,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31952613_30604012_7557114,4762811,HOUSTON REFINING,48201,3,31952613,30604012,7557114,40388801,SO2,-95.233611,29.706003000000003,283913.17746726633,3288296.73061347,0.0,1.3091139003995855,0.037658807501407404,544.3497,15.659111525354453,0.0024049134231167676,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,84.0,302.0388888888889,0.1,0.03048,FAC019,19
Q0001502,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31954113_30643912_7555414,4762811,HOUSTON REFINING,48201,2,31954113,30643912,7555414,38500101,SO2,-95.230178,29.711933,284258.0696139206,3288947.63274328,0.0,9.667302649104633,0.27809580924116245,544.3497,15.659111525354453,0.017759360663016133,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,20.0,6.096,10.0,3.048,80.0,299.81666666666666,15.0,4.572,FAC019,19
Q0001503,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31954213_30606112_7555314,4762811,HOUSTON REFINING,48201,3,31954213,30606112,7555314,40388801,SO2,-95.238767,29.705511,283413.182694576,3288251.8489184817,0.0,0.7653281263874501,0.022015918231592022,544.3497,15.659111525354453,0.0014059493858221105,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,108.0,315.3722222222222,0.1,0.03048,FAC019,19
Q0001504,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31954313_30623112_7555214,4762811,HOUSTON REFINING,48201,3,31954313,30623112,7555214,40388801,SO2,-95.237586,29.704833,283526.01174678863,3288174.481602029,0.0,1.8126192467071183,0.05214296423271794,544.3497,15.659111525354453,0.0033298801243155244,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,60.0,288.7055555555555,0.1,0.03048,FAC019,19
Q0001505,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31954613_30621212_7554914,4762811,HOUSTON REFINING,48201,3,31954613,30621212,7554914,40388801,SO2,-95.234356,29.705114,283839.1797388067,3288199.581870356,0.0,0.18126192467071184,0.005214296423271795,544.3497,15.659111525354453,0.00033298801243155247,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,48.0,14.630400000000002,3.0,0.9144,78.0,298.7055555555555,0.1,0.03048,FAC019,19
Q0001506,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31958513_30632112_6272514,4762811,HOUSTON REFINING,48201,2,31958513,30632112,6272514,30600104,SO2,-95.231414,29.713292,284141.38039721735,3289100.582057721,0.0,0.08056085540920528,0.002317465077009687,544.3497,15.659111525354453,0.00014799467219180112,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,121.0,36.8808,5.0,1.524,691.0,639.2611111111111,22.4,6.82752,FAC019,19
Q0001507,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31958713_30574712_6272314,4762811,HOUSTON REFINING,48201,2,31958713,30574712,6272314,30600104,SO2,-95.233594,29.7156,283935.38674904127,3289360.4916557265,0.0,0.3423836354891224,0.009849226577291169,544.3497,15.659111525354453,0.0006289773568151546,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,180.0,54.864,10.75,3.2766,360.0,455.3722222222222,9.7,2.95656,FAC019,19
Q0001508,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31959613_30574812_6271314,4762811,HOUSTON REFINING,48201,2,31959613,30574812,6271314,30600104,SO2,-95.232967,29.715678000000004,283996.22185106104,3289367.964895433,0.0,0.3222434216368211,0.009269860308038749,544.3497,15.659111525354453,0.0005919786887672045,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,190.0,57.912000000000006,9.5,2.8956,326.0,436.48333333333335,11.0,3.3528,FAC019,19
Q0001509,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31960113_30632012_6270814,4762811,HOUSTON REFINING,48201,2,31960113,30632012,6270814,30600104,SO2,-95.23185,29.710003000000004,284092.1502045342,3288736.8233329253,0.0,0.08056085540920528,0.002317465077009687,544.3497,15.659111525354453,0.00014799467219180112,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,130.0,39.624,8.5,2.5908,825.0,713.7055555555555,15.6,4.75488,FAC019,19
Q0001510,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31960613_30588012_6270314,4762811,HOUSTON REFINING,48201,2,31960613,30588012,6270314,30600104,SO2,-95.23335,29.715667,283959.13955503237,3289367.4619350415,0.0,0.30210320778451977,0.008690494038786327,544.3497,15.659111525354453,0.0005549800207192542,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,190.0,57.912000000000006,9.5,2.8956,294.0,418.7055555555555,10.5,3.2004,FAC019,19
Q0001511,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31961413_30632212_6269514,4762811,HOUSTON REFINING,48201,2,31961413,30632212,6269514,30600104,SO2,-95.231414,29.713256,284141.30332686147,3289096.5915893214,0.0,0.08056085540920528,0.002317465077009687,544.3497,15.659111525354453,0.00014799467219180112,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,122.0,37.1856,6.0,1.8288,615.0,597.0388888888889,12.4,3.77952,FAC019,19
Q0001512,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31961713_30624412_6269214,4762811,HOUSTON REFINING,48201,2,31961713,30624412,6269214,30600104,SO2,-95.231658,29.714939,284121.29708359076,3289283.602037199,0.0,0.06042064155690395,0.001738098807757265,544.3497,15.659111525354453,0.00011099600414385082,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,120.0,36.576,6.5,1.9812,600.0,588.7055555555555,18.0,5.486400000000001,FAC019,19
Q0001513,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31961913_30570512_6269014,4762811,HOUSTON REFINING,48201,2,31961913,30570512,6269014,30600104,SO2,-95.242908,29.712944,283028.45485682995,3289083.542915036,0.0,0.2416825662276158,0.00695239523102906,544.3497,15.659111525354453,0.0004439840165754033,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,197.0,60.0456,11.3,3.44424,475.0,519.2611111111111,13.4,4.08432,FAC019,19
Q0001514,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31962213_30603012_6268714,4762811,HOUSTON REFINING,48201,2,31962213,30603012,6268714,30600104,SO2,-95.231564,29.711106,284122.186156936,3288858.552300595,0.0,0.08056085540920528,0.002317465077009687,544.3497,15.659111525354453,0.00014799467219180112,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,161.0,49.0728,6.5,1.9812,700.0,644.2611111111111,17.4,5.30352,FAC019,19
Q0001515,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31962713_30569312_6225814,4762811,HOUSTON REFINING,48201,2,31962713,30569312,6225814,30600104,SO2,-95.243117,29.712953,283008.25096062315,3289084.933148767,0.0,0.2215423523753145,0.0063730289617766386,544.3497,15.659111525354453,0.00040698534852745305,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,197.0,60.0456,11.3,3.44424,475.0,519.2611111111111,13.4,4.08432,FAC019,19
Q0001516,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31962813_64941812_97892614,4762811,HOUSTON REFINING,48201,2,31962813,64941812,97892614,30600104,SO2,-95.231994,29.71,284078.20969518635,3288736.759945885,0.0,0.04028042770460264,0.0011587325385048436,544.3497,15.659111525354453,7.399733609590056e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,130.0,39.624,8.5,2.5908,825.0,713.7055555555555,15.6,4.75488,FAC019,19
Q0001517,nonegu,run1_top20_facility_srcgroup_members_2021.csv,ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,2021hb_cb6_21k/inputs/ptnonipm/nonegu_norailyard_2021_POINT_20240502_17may2024_v0.csv,y2024v0csv_4762811_31962913_30601712_6225614,4762811,HOUSTON REFINING,48201,2,31962913,30601712,6225614,30600104,SO2,-95.231617,29.714578000000003,284124.4912824874,3289243.509864843,0.0,0.02014021385230132,0.0005793662692524218,544.3497,15.659111525354453,3.699866804795028e-05,fixed benzene facility-z/h0 source geometry; facility-total point-ready SO2 allocated by existing geometry weights,110.0,33.528,5.0,1.524,600.0,588.7055555555555,31.9,9.72312,FAC019,19
