scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC015_20210101_hr12,FAC015,2021-01-01 11:00:00,facility_z_h0_FAC015_20210101_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.07527,0.0009002743152900583
FAC015_20210102_hr20,FAC015,2021-01-02 19:00:00,facility_z_h0_FAC015_20210102_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,15.06693,0.0033318468837610516
FAC015_20210104_hr02,FAC015,2021-01-04 01:00:00,facility_z_h0_FAC015_20210104_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,6.21337,0.003058799223635971
FAC015_20210104_hr11,FAC015,2021-01-04 10:00:00,facility_z_h0_FAC015_20210104_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.17144,0.0007601380202717275
FAC015_20210105_hr09,FAC015,2021-01-05 08:00:00,facility_z_h0_FAC015_20210105_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.90912,0.0011653060168212207
FAC015_20210107_hr16,FAC015,2021-01-07 15:00:00,facility_z_h0_FAC015_20210107_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.85396,0.0007787353892602976
FAC015_20210114_hr09,FAC015,2021-01-14 08:00:00,facility_z_h0_FAC015_20210114_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.45172,0.0011181457839120124
FAC015_20210114_hr14,FAC015,2021-01-14 13:00:00,facility_z_h0_FAC015_20210114_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.46306,0.0008409708863489322
FAC015_20210116_hr18,FAC015,2021-01-16 17:00:00,facility_z_h0_FAC015_20210116_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,21.43915,0.0029710955359068363
FAC015_20210116_hr21,FAC015,2021-01-16 20:00:00,facility_z_h0_FAC015_20210116_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,8.33702,0.002170715117532888
FAC015_20210117_hr03,FAC015,2021-01-17 02:00:00,facility_z_h0_FAC015_20210117_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,5.89535,0.002185499676514988
FAC015_20210121_hr10,FAC015,2021-01-21 09:00:00,facility_z_h0_FAC015_20210121_hr10.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,1.86677,0.0014882911365106748
FAC015_20210122_hr15,FAC015,2021-01-22 14:00:00,facility_z_h0_FAC015_20210122_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,1.70145,0.0012934479189130902
FAC015_20210122_hr17,FAC015,2021-01-22 16:00:00,facility_z_h0_FAC015_20210122_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,2.53271,0.0012958882898425705
