scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC004_20210101_hr12,FAC004,2021-01-01 11:00:00,facility_z_h0_FAC004_20210101_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,10.13456,0.009256493853784771
FAC004_20210102_hr20,FAC004,2021-01-02 19:00:00,facility_z_h0_FAC004_20210102_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,27.61023,0.05035012853137805
FAC004_20210104_hr02,FAC004,2021-01-04 01:00:00,facility_z_h0_FAC004_20210104_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,18.25562,0.03643970066853569
FAC004_20210104_hr11,FAC004,2021-01-04 10:00:00,facility_z_h0_FAC004_20210104_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,13.58203,0.00795440500323485
FAC004_20210105_hr09,FAC004,2021-01-05 08:00:00,facility_z_h0_FAC004_20210105_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,10.87057,0.012210929911580763
FAC004_20210107_hr16,FAC004,2021-01-07 15:00:00,facility_z_h0_FAC004_20210107_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,14.04201,0.006517182229890016
FAC004_20210114_hr09,FAC004,2021-01-14 08:00:00,facility_z_h0_FAC004_20210114_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,6.02486,0.009371061893465602
FAC004_20210114_hr14,FAC004,2021-01-14 13:00:00,facility_z_h0_FAC004_20210114_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,13.59631,0.008428662928617641
FAC004_20210116_hr18,FAC004,2021-01-16 17:00:00,facility_z_h0_FAC004_20210116_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,67.02534,0.05705399698080656
FAC004_20210116_hr21,FAC004,2021-01-16 20:00:00,facility_z_h0_FAC004_20210116_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,53.88707,0.04929209445762347
FAC004_20210117_hr03,FAC004,2021-01-17 02:00:00,facility_z_h0_FAC004_20210117_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,3e-05,30.89236,0.02805165063618719
FAC004_20210121_hr10,FAC004,2021-01-21 09:00:00,facility_z_h0_FAC004_20210121_hr10.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,4e-05,12.28201,0.013614275177916756
FAC004_20210122_hr15,FAC004,2021-01-22 14:00:00,facility_z_h0_FAC004_20210122_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,4e-05,16.33122,0.012738849687297823
FAC004_20210122_hr17,FAC004,2021-01-22 16:00:00,facility_z_h0_FAC004_20210122_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,25.20758,0.01298207763640285
FAC004_20210130_hr23,FAC004,2021-01-30 22:00:00,facility_z_h0_FAC004_20210130_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,8.244,0.016501829631227087
FAC004_20210201_hr05,FAC004,2021-02-01 04:00:00,facility_z_h0_FAC004_20210201_hr05.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,28.86536,0.015145524692689235
FAC004_20210201_hr18,FAC004,2021-02-01 17:00:00,facility_z_h0_FAC004_20210201_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,19.89782,0.012422158723312485
FAC004_20210202_hr17,FAC004,2021-02-02 16:00:00,facility_z_h0_FAC004_20210202_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,5.98166,0.011235653655380633
FAC004_20210204_hr17,FAC004,2021-02-04 16:00:00,facility_z_h0_FAC004_20210204_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,11.35862,0.007701340953202501
FAC004_20210206_hr14,FAC004,2021-02-06 13:00:00,facility_z_h0_FAC004_20210206_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,12.68603,0.011415765365538063
FAC004_20210209_hr02,FAC004,2021-02-09 01:00:00,facility_z_h0_FAC004_20210209_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,4e-05,49.68179,0.043575320250161746
FAC004_20210211_hr18,FAC004,2021-02-11 17:00:00,facility_z_h0_FAC004_20210211_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,22.84187,0.011292401121414709
FAC004_20210213_hr09,FAC004,2021-02-13 08:00:00,facility_z_h0_FAC004_20210213_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr11,FAC004,2021-02-15 10:00:00,facility_z_h0_FAC004_20210215_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,6.82684,0.005976060383868882
FAC004_20210215_hr19,FAC004,2021-02-15 18:00:00,facility_z_h0_FAC004_20210215_hr19.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr20,FAC004,2021-02-15 19:00:00,facility_z_h0_FAC004_20210215_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr21,FAC004,2021-02-15 20:00:00,facility_z_h0_FAC004_20210215_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr22,FAC004,2021-02-15 21:00:00,facility_z_h0_FAC004_20210215_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr23,FAC004,2021-02-15 22:00:00,facility_z_h0_FAC004_20210215_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210215_hr24,FAC004,2021-02-15 23:00:00,facility_z_h0_FAC004_20210215_hr24.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210216_hr01,FAC004,2021-02-16 00:00:00,facility_z_h0_FAC004_20210216_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210216_hr03,FAC004,2021-02-16 02:00:00,facility_z_h0_FAC004_20210216_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210216_hr04,FAC004,2021-02-16 03:00:00,facility_z_h0_FAC004_20210216_hr04.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210216_hr11,FAC004,2021-02-16 10:00:00,facility_z_h0_FAC004_20210216_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210217_hr01,FAC004,2021-02-17 00:00:00,facility_z_h0_FAC004_20210217_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,6.75266,0.009998058658615482
FAC004_20210225_hr09,FAC004,2021-02-25 08:00:00,facility_z_h0_FAC004_20210225_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210225_hr14,FAC004,2021-02-25 13:00:00,facility_z_h0_FAC004_20210225_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC004_20210302_hr20,FAC004,2021-03-02 19:00:00,facility_z_h0_FAC004_20210302_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,20.21461,0.01702943196031917
FAC004_20210306_hr02,FAC004,2021-03-06 01:00:00,facility_z_h0_FAC004_20210306_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,8.48169,0.009262351951692904
