scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC012_20210101_hr12,FAC012,2021-01-01 11:00:00,facility_z_h0_FAC012_20210101_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,5.5842,0.0023964438214362734
FAC012_20210102_hr20,FAC012,2021-01-02 19:00:00,facility_z_h0_FAC012_20210102_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,41.09712,0.014959405218891527
FAC012_20210104_hr02,FAC012,2021-01-04 01:00:00,facility_z_h0_FAC012_20210104_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,17.32067,0.009618753073107613
FAC012_20210104_hr11,FAC012,2021-01-04 10:00:00,facility_z_h0_FAC012_20210104_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.66435,0.0018133094673280137
FAC012_20210105_hr09,FAC012,2021-01-05 08:00:00,facility_z_h0_FAC012_20210105_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,1.44101,0.0030205076558119472
FAC012_20210107_hr16,FAC012,2021-01-07 15:00:00,facility_z_h0_FAC012_20210107_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,4.558,0.0020898645676083677
FAC012_20210114_hr09,FAC012,2021-01-14 08:00:00,facility_z_h0_FAC012_20210114_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,4.93548,0.003140264395083029
FAC012_20210114_hr14,FAC012,2021-01-14 13:00:00,facility_z_h0_FAC012_20210114_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.88232,0.0019929234418805254
FAC012_20210116_hr18,FAC012,2021-01-16 17:00:00,facility_z_h0_FAC012_20210116_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,17.03051,0.01114466724175113
FAC012_20210116_hr21,FAC012,2021-01-16 20:00:00,facility_z_h0_FAC012_20210116_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,46.7323,0.012650836747897349
