scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC016_20210626_hr05,FAC016,2021-06-26 04:00:00,facility_z_h0_FAC016_20210626_hr05.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,3.42913,0.00064161009273237
FAC016_20210628_hr22,FAC016,2021-06-28 21:00:00,facility_z_h0_FAC016_20210628_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,8.74717,0.0009077515635108906
FAC016_20210701_hr16,FAC016,2021-07-01 15:00:00,facility_z_h0_FAC016_20210701_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.18838,9.6628854863058e-05
FAC016_20210702_hr18,FAC016,2021-07-02 17:00:00,facility_z_h0_FAC016_20210702_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.14123,0.00011400474444684065
FAC016_20210703_hr12,FAC016,2021-07-03 11:00:00,facility_z_h0_FAC016_20210703_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.14138,7.30416217381928e-05
FAC016_20210706_hr16,FAC016,2021-07-06 15:00:00,facility_z_h0_FAC016_20210706_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.2696,0.00010455596290705196
FAC016_20210709_hr17,FAC016,2021-07-09 16:00:00,facility_z_h0_FAC016_20210709_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.23275,0.00014541255121846024
FAC016_20210711_hr13,FAC016,2021-07-11 12:00:00,facility_z_h0_FAC016_20210711_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.1437,8.208798792322622e-05
FAC016_20210711_hr14,FAC016,2021-07-11 13:00:00,facility_z_h0_FAC016_20210711_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.07509,6.390122924304508e-05
FAC016_20210712_hr14,FAC016,2021-07-12 13:00:00,facility_z_h0_FAC016_20210712_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.19433,9.622600819495365e-05
FAC016_20210712_hr22,FAC016,2021-07-12 21:00:00,facility_z_h0_FAC016_20210712_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,3.21129,0.0003756911796420099
FAC016_20210713_hr18,FAC016,2021-07-13 17:00:00,facility_z_h0_FAC016_20210713_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.23296,0.0001284692689238732
FAC016_20210716_hr06,FAC016,2021-07-16 05:00:00,facility_z_h0_FAC016_20210716_hr06.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.39664,0.00021069139529868448
FAC016_20210718_hr15,FAC016,2021-07-18 14:00:00,facility_z_h0_FAC016_20210718_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.39923,0.00010672590036661637
FAC016_20210722_hr13,FAC016,2021-07-22 12:00:00,facility_z_h0_FAC016_20210722_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.21871,9.922492991158079e-05
FAC016_20210725_hr12,FAC016,2021-07-25 11:00:00,facility_z_h0_FAC016_20210725_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.55552,0.00015426827690317015
FAC016_20210726_hr13,FAC016,2021-07-26 12:00:00,facility_z_h0_FAC016_20210726_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.19925,8.653180935949968e-05
FAC016_20210728_hr16,FAC016,2021-07-28 15:00:00,facility_z_h0_FAC016_20210728_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.21192,0.0001052486521457839
FAC016_20210729_hr13,FAC016,2021-07-29 12:00:00,facility_z_h0_FAC016_20210729_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.56353,0.00013827474660340738
FAC016_20210730_hr17,FAC016,2021-07-30 16:00:00,facility_z_h0_FAC016_20210730_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC016_20210731_hr01,FAC016,2021-07-31 00:00:00,facility_z_h0_FAC016_20210731_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.76707,0.0005765438861332758
FAC016_20210731_hr24,FAC016,2021-07-31 23:00:00,facility_z_h0_FAC016_20210731_hr24.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.2887,0.00024173905542376533
FAC016_20210801_hr15,FAC016,2021-08-01 14:00:00,facility_z_h0_FAC016_20210801_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.08963,6.881518222989003e-05
