scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC007_20210101_hr12,FAC007,2021-01-01 11:00:00,facility_z_h0_FAC007_20210101_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.99005,0.0015673353461289625
FAC007_20210102_hr20,FAC007,2021-01-02 19:00:00,facility_z_h0_FAC007_20210102_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,15.16282,0.009412376967867155
FAC007_20210104_hr02,FAC007,2021-01-04 01:00:00,facility_z_h0_FAC007_20210104_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,7.33547,0.007503111063187406
FAC007_20210104_hr11,FAC007,2021-01-04 10:00:00,facility_z_h0_FAC007_20210104_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.65067,0.0012558895837826182
FAC007_20210105_hr09,FAC007,2021-01-05 08:00:00,facility_z_h0_FAC007_20210105_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.94777,0.0014974863058011645
FAC007_20210107_hr16,FAC007,2021-01-07 15:00:00,facility_z_h0_FAC007_20210107_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.65292,0.0011103648910933794
FAC007_20210114_hr09,FAC007,2021-01-14 08:00:00,facility_z_h0_FAC007_20210114_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.56739,0.001581938322191072
FAC007_20210114_hr14,FAC007,2021-01-14 13:00:00,facility_z_h0_FAC007_20210114_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.61183,0.0013685533750269572
FAC007_20210116_hr18,FAC007,2021-01-16 17:00:00,facility_z_h0_FAC007_20210116_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,9.12958,0.009175279706706922
FAC007_20210116_hr21,FAC007,2021-01-16 20:00:00,facility_z_h0_FAC007_20210116_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,11.63322,0.009060945438861333
FAC007_20210117_hr03,FAC007,2021-01-17 02:00:00,facility_z_h0_FAC007_20210117_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,4.84631,0.0047542277334483496
FAC007_20210121_hr10,FAC007,2021-01-21 09:00:00,facility_z_h0_FAC007_20210121_hr10.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,2.30902,0.0021041664869527717
FAC007_20210122_hr15,FAC007,2021-01-22 14:00:00,facility_z_h0_FAC007_20210122_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,3.15111,0.0023207323700668533
FAC007_20210122_hr17,FAC007,2021-01-22 16:00:00,facility_z_h0_FAC007_20210122_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,3.65164,0.002474943713607936
FAC007_20210130_hr23,FAC007,2021-01-30 22:00:00,facility_z_h0_FAC007_20210130_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,4.57495,0.0030182721587233125
FAC007_20210201_hr05,FAC007,2021-02-01 04:00:00,facility_z_h0_FAC007_20210201_hr05.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,3.23395,0.002675867155488462
FAC007_20210201_hr18,FAC007,2021-02-01 17:00:00,facility_z_h0_FAC007_20210201_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,3.42166,0.00246277463877507
FAC007_20210202_hr17,FAC007,2021-02-02 16:00:00,facility_z_h0_FAC007_20210202_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.73125,0.0017464895406512828
FAC007_20210204_hr17,FAC007,2021-02-04 16:00:00,facility_z_h0_FAC007_20210204_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1.50619,0.001218710373086047
FAC007_20210206_hr14,FAC007,2021-02-06 13:00:00,facility_z_h0_FAC007_20210206_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.55043,0.001945507008841924
FAC007_20210209_hr02,FAC007,2021-02-09 01:00:00,facility_z_h0_FAC007_20210209_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,4.84249,0.0059281656243260735
FAC007_20210211_hr18,FAC007,2021-02-11 17:00:00,facility_z_h0_FAC007_20210211_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,2.45588,0.001970986413629502
FAC007_20210213_hr09,FAC007,2021-02-13 08:00:00,facility_z_h0_FAC007_20210213_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
