scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC003_20210626_hr05,FAC003,2021-06-26 04:00:00,facility_z_h0_FAC003_20210626_hr05.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,9e-05,0.60224,0.0023857576018977786
FAC003_20210628_hr22,FAC003,2021-06-28 21:00:00,facility_z_h0_FAC003_20210628_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,9e-05,0.18927,0.0009063653224067285
FAC003_20210701_hr16,FAC003,2021-07-01 15:00:00,facility_z_h0_FAC003_20210701_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.04308,0.00010076687513478544
FAC003_20210702_hr18,FAC003,2021-07-02 17:00:00,facility_z_h0_FAC003_20210702_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.67585,0.0002503226223851628
FAC003_20210703_hr12,FAC003,2021-07-03 11:00:00,facility_z_h0_FAC003_20210703_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.34546,0.00016873323269355186
FAC003_20210706_hr16,FAC003,2021-07-06 15:00:00,facility_z_h0_FAC003_20210706_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.0363,0.00034105499245201643
FAC003_20210709_hr17,FAC003,2021-07-09 16:00:00,facility_z_h0_FAC003_20210709_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,4e-05,0.05745,9.550528358852707e-05
FAC003_20210711_hr13,FAC003,2021-07-11 12:00:00,facility_z_h0_FAC003_20210711_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.03926,6.965063618718999e-05
FAC003_20210711_hr14,FAC003,2021-07-11 13:00:00,facility_z_h0_FAC003_20210711_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.02042,6.630795773129179e-05
FAC003_20210712_hr14,FAC003,2021-07-12 13:00:00,facility_z_h0_FAC003_20210712_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.04181,0.00011785033426784559
FAC003_20210712_hr22,FAC003,2021-07-12 21:00:00,facility_z_h0_FAC003_20210712_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,3e-05,0.14526,0.0006274932068147509
FAC003_20210713_hr18,FAC003,2021-07-13 17:00:00,facility_z_h0_FAC003_20210713_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.93088,0.0003878007332326935
FAC003_20210716_hr06,FAC003,2021-07-16 05:00:00,facility_z_h0_FAC003_20210716_hr06.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,2e-05,0.15941,0.0012390864783265042
FAC003_20210718_hr15,FAC003,2021-07-18 14:00:00,facility_z_h0_FAC003_20210718_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.03811,0.00039172223420314863
FAC003_20210722_hr13,FAC003,2021-07-22 12:00:00,facility_z_h0_FAC003_20210722_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.03463,0.0003986301488031054
FAC003_20210725_hr12,FAC003,2021-07-25 11:00:00,facility_z_h0_FAC003_20210725_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.00011,0.09366,0.00031945740780677163
FAC003_20210726_hr13,FAC003,2021-07-26 12:00:00,facility_z_h0_FAC003_20210726_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.19753,9.974250593055856e-05
FAC003_20210728_hr16,FAC003,2021-07-28 15:00:00,facility_z_h0_FAC003_20210728_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,1e-05,0.70559,0.0002906029760621091
FAC003_20210729_hr13,FAC003,2021-07-29 12:00:00,facility_z_h0_FAC003_20210729_hr13.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,3e-05,0.0762,0.00017865689023075266
FAC003_20210730_hr17,FAC003,2021-07-30 16:00:00,facility_z_h0_FAC003_20210730_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC003_20210731_hr01,FAC003,2021-07-31 00:00:00,facility_z_h0_FAC003_20210731_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,9e-05,0.61814,0.004879784343325426
FAC003_20210731_hr24,FAC003,2021-07-31 23:00:00,facility_z_h0_FAC003_20210731_hr24.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,3e-05,0.12505,0.00045963467759327153
FAC003_20210801_hr15,FAC003,2021-08-01 14:00:00,facility_z_h0_FAC003_20210801_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.02102,0.00011937718352383006
