scenario_id,srcgroup,datetime,post_file,rows,receptor_count,columns,uses_edf_observations,phi_min,phi_max,phi_mean
FAC009_20210101_hr12,FAC009,2021-01-01 11:00:00,facility_z_h0_FAC009_20210101_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,478.89739,0.03420542160879879
FAC009_20210102_hr20,FAC009,2021-01-02 19:00:00,facility_z_h0_FAC009_20210102_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,463.98723,0.047622116023290924
FAC009_20210104_hr02,FAC009,2021-01-04 01:00:00,facility_z_h0_FAC009_20210104_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1123.29862,0.09150583739486737
FAC009_20210104_hr11,FAC009,2021-01-04 10:00:00,facility_z_h0_FAC009_20210104_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,428.57832,0.027588309251671345
FAC009_20210105_hr09,FAC009,2021-01-05 08:00:00,facility_z_h0_FAC009_20210105_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,519.27919,0.0406132119905111
FAC009_20210107_hr16,FAC009,2021-01-07 15:00:00,facility_z_h0_FAC009_20210107_hr16.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,350.37058,0.0221390847530731
FAC009_20210114_hr09,FAC009,2021-01-14 08:00:00,facility_z_h0_FAC009_20210114_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,527.09718,0.04029820659909422
FAC009_20210114_hr14,FAC009,2021-01-14 13:00:00,facility_z_h0_FAC009_20210114_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,475.90971,0.031155325425921927
FAC009_20210116_hr18,FAC009,2021-01-16 17:00:00,facility_z_h0_FAC009_20210116_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,480.08422,0.06064660556394221
FAC009_20210116_hr21,FAC009,2021-01-16 20:00:00,facility_z_h0_FAC009_20210116_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,337.3373,0.03952565494932068
FAC009_20210117_hr03,FAC009,2021-01-17 02:00:00,facility_z_h0_FAC009_20210117_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,814.96534,0.07298121759758465
FAC009_20210121_hr10,FAC009,2021-01-21 09:00:00,facility_z_h0_FAC009_20210121_hr10.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,671.62439,0.05845938796635755
FAC009_20210122_hr15,FAC009,2021-01-22 14:00:00,facility_z_h0_FAC009_20210122_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,691.47455,0.058691556178563725
FAC009_20210122_hr17,FAC009,2021-01-22 16:00:00,facility_z_h0_FAC009_20210122_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,662.49315,0.053448675868018096
FAC009_20210130_hr23,FAC009,2021-01-30 22:00:00,facility_z_h0_FAC009_20210130_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1012.92066,0.058919412982531824
FAC009_20210201_hr05,FAC009,2021-02-01 04:00:00,facility_z_h0_FAC009_20210201_hr05.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,543.72498,0.047359391416864356
FAC009_20210201_hr18,FAC009,2021-02-01 17:00:00,facility_z_h0_FAC009_20210201_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,778.5684,0.045363145999568685
FAC009_20210202_hr17,FAC009,2021-02-02 16:00:00,facility_z_h0_FAC009_20210202_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,640.95758,0.04577315980159585
FAC009_20210204_hr17,FAC009,2021-02-04 16:00:00,facility_z_h0_FAC009_20210204_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,410.29871,0.026740761699374595
FAC009_20210206_hr14,FAC009,2021-02-06 13:00:00,facility_z_h0_FAC009_20210206_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,583.29272,0.04638896053482853
FAC009_20210209_hr02,FAC009,2021-02-09 01:00:00,facility_z_h0_FAC009_20210209_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,918.99582,0.09245823247789518
FAC009_20210211_hr18,FAC009,2021-02-11 17:00:00,facility_z_h0_FAC009_20210211_hr18.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,620.51367,0.038878871252965276
FAC009_20210213_hr09,FAC009,2021-02-13 08:00:00,facility_z_h0_FAC009_20210213_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr11,FAC009,2021-02-15 10:00:00,facility_z_h0_FAC009_20210215_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,278.84327,0.01811676471856804
FAC009_20210215_hr19,FAC009,2021-02-15 18:00:00,facility_z_h0_FAC009_20210215_hr19.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr20,FAC009,2021-02-15 19:00:00,facility_z_h0_FAC009_20210215_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr21,FAC009,2021-02-15 20:00:00,facility_z_h0_FAC009_20210215_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr22,FAC009,2021-02-15 21:00:00,facility_z_h0_FAC009_20210215_hr22.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr23,FAC009,2021-02-15 22:00:00,facility_z_h0_FAC009_20210215_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210215_hr24,FAC009,2021-02-15 23:00:00,facility_z_h0_FAC009_20210215_hr24.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210216_hr01,FAC009,2021-02-16 00:00:00,facility_z_h0_FAC009_20210216_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210216_hr03,FAC009,2021-02-16 02:00:00,facility_z_h0_FAC009_20210216_hr03.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210216_hr04,FAC009,2021-02-16 03:00:00,facility_z_h0_FAC009_20210216_hr04.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210216_hr11,FAC009,2021-02-16 10:00:00,facility_z_h0_FAC009_20210216_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210217_hr01,FAC009,2021-02-17 00:00:00,facility_z_h0_FAC009_20210217_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,557.2663,0.03393427431529005
FAC009_20210225_hr09,FAC009,2021-02-25 08:00:00,facility_z_h0_FAC009_20210225_hr09.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210225_hr14,FAC009,2021-02-25 13:00:00,facility_z_h0_FAC009_20210225_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210302_hr20,FAC009,2021-03-02 19:00:00,facility_z_h0_FAC009_20210302_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,770.30057,0.05618548156135433
FAC009_20210306_hr02,FAC009,2021-03-06 01:00:00,facility_z_h0_FAC009_20210306_hr02.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,592.94131,0.033770484364891086
FAC009_20210308_hr20,FAC009,2021-03-08 19:00:00,facility_z_h0_FAC009_20210308_hr20.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,929.19189,0.059971530731076125
FAC009_20210309_hr15,FAC009,2021-03-09 14:00:00,facility_z_h0_FAC009_20210309_hr15.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,435.89106,0.025536495579038164
FAC009_20210314_hr17,FAC009,2021-03-14 16:00:00,facility_z_h0_FAC009_20210314_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,440.63689,0.030340884192365757
FAC009_20210314_hr21,FAC009,2021-03-14 20:00:00,facility_z_h0_FAC009_20210314_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,961.32195,0.08787563208971319
FAC009_20210316_hr01,FAC009,2021-03-16 00:00:00,facility_z_h0_FAC009_20210316_hr01.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,1377.43829,0.08361239810222129
FAC009_20210317_hr12,FAC009,2021-03-17 11:00:00,facility_z_h0_FAC009_20210317_hr12.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,628.52088,0.05118844640931635
FAC009_20210318_hr21,FAC009,2021-03-18 20:00:00,facility_z_h0_FAC009_20210318_hr21.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,830.26045,0.05117347379771404
FAC009_20210319_hr14,FAC009,2021-03-19 13:00:00,facility_z_h0_FAC009_20210319_hr14.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,467.6227,0.03031558809575156
FAC009_20210319_hr17,FAC009,2021-03-19 16:00:00,facility_z_h0_FAC009_20210319_hr17.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,638.96402,0.05163813888289842
FAC009_20210321_hr04,FAC009,2021-03-21 03:00:00,facility_z_h0_FAC009_20210321_hr04.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,527.51314,0.06580844468406298
FAC009_20210323_hr11,FAC009,2021-03-23 10:00:00,facility_z_h0_FAC009_20210323_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,0.0,0.0
FAC009_20210325_hr23,FAC009,2021-03-25 22:00:00,facility_z_h0_FAC009_20210325_hr23.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,773.72853,0.07712685701962475
FAC009_20210329_hr11,FAC009,2021-03-29 10:00:00,facility_z_h0_FAC009_20210329_hr11.post,23185,23185,"t,x,y,z,cx,cy,h0,d,Q,u,v,kappa,phi",False,0.0,472.47234,0.03243608928186327
